Desc,Role
Purpose positionThe Management Analyst pivotal role new divisional analytics organization APAC functions markets areas Intelligence Management Analytics Science challenging role APAC functions processes management maintenance databases master metadata solutions management purpose self service exploration reporting analysis Next user groups APAC understanding training adoption Areas responsibility management governanceUnderstand requirements analyticsDesign conceptual logical models integration understanding integration transformation patterns ETLFamiliarity RESTful APIMaintain information manage design content definitions Perform day day MDM implementation activities core transactional analytics systemsConduct support training sessions user groups APACExperience technologies Java Python SQLDevOps cloud solutions deployment Project support Support key APAC strategies analytics solutionsProvide functional technical expertise advice design deployment analytics solutions main strategies initiativesWork peers Science plans progress identify report success measuresPrepare present progress reports outcomes stakeholders successful role Education Bachelors degree equivalent Computer Science MIS similar discipline years practical management industry years Senior following technologies Hadoop Spark ElasticSearch JavaCBIP CIMP equivalent accreditation SAFe Agile certification plus Proven devops environments,Software Engineer
Join part global fast success Sportradar technology software development company high emphasis technical excellence building services practice cloud product squads right solutions NASDAQ sports tech companies planet vision long term relationships partners NBA UEFA ITF MLB NHL many Live Services heart live ecosystem events sports clients ROLE Java Developer RTS passionate craft good understanding modern development techniques value simplicity clean code clean architecture practice TDD Test Driven Development pair programming feedback important part CHALLENGE Design test build new applications enhancements applicationsWork technical staff problems specifications themParticipate Rota x phone support critical application failuresWork special projects neededOther duties assigned PROFILE Minimum years Java JEE developmentAbility clean code XP TDD Agile mindset focus software collaboration improvement Fluent English Excellent communication interpersonal skillsHighly self motivatedTeam player able new teamsFlexible priorities able professional standards ethics Preferred Excellent Spring Framework Hibernate Tomcat Redis MemcachedExperience SQL query PostgreSQLExperience cloud appreciations microservices AWS Gitlab CI Javascript framework ExtJS jQuery AngularJSExperience Linux administration Debian bash scripting language OFFER inspiring fast company Flat organization high degree individual responsibilityVery good social physical environmentA company culture social aspects sports physical exercise fun Competitive salary benefits,Software Engineer
BR Introduction Technology Engineers technical experts advisors clients IBM sales teams IBM Technology Engineer client requirements technical requirements competitive landscape Technology Engineer partners Solution Architect Scientist Designer Cloud Minimum Viable Product MVP development technical expertise technical engagement presales activities clients values IBM solution future IBM clients journey Role Responsibilities Technology Engineers IBM Client Engineering part cross functional unique client co creation client transformation part entrepreneurial contemporary technologies approaches test solutions user centric approach features value user desired client impact nuances different cloud solutions hybrid public private multi cloud prem implications solution design relationship various technologies architectures overall solution deep understanding complex large scale multi region solutions multiple independent life cycle ideal candidate familiar Design Thinking Behavior Test Driven Development application Agile methodologies Responsibility Includes Uses contemporary technologies approaches test Cloud user centric approach included features value user client nuances different cloud solutions implications solution relationship various technologies architectures overall solutionDeep understanding complex large scale multi region solutions multiple independent life cycle microservices successful role Employ IBM Design Thinking products great user high performance security quality stability implemented solutions unit ready productDemonstrate growth mindset continuous stay current IBM strategy offerings understanding technical principles Docker KubernetesDemonstrate strong analytical problem solving keen desire quality code Agile processDesign code test innovative component level solutions areas cloud foundation cloud services management applications machine computational linguistics natural language processing security DevOps practices methods software applicationsPartners client IBM Client Engineering continuous integration environment successful Minimum Viable Product MVP client development environment champion DevOps CI CD practices Professional Technical Expertise Cloud platform infra multiple languages Java Nodejs Typescript Python Go Deep Kubernetes design principles g Operator framework etc Foundation Design Thinking Agile DevelopmentExperienced Cloud solution architecture design test deployment Preferred Professional Technical Expertise Certified Kubernetes Application App DeveloperOpenShift Certified AdministratorIBM AWS Azure OpenSource cloud engineer certification GTMSkills_APAC GTM_ASEANZK Technical Professional Expertise Preferred Technical Professional Expertise Unit IBM global presence countries broad geographic distribution revenue companys Global Markets organization strategic sales unit IBMs global footprint dedicated country units clients country teams client relationship managers integrated teams consultants solution specialists delivery professionals enable clients growth innovation local expertise global digital capabilities IBM deep broad client relationships local management focus fosters clients new markets investments opportunities Global organization clients expertise industry products services IBM partners IBM reach new existing clients digital marketplaces Life IBM Prepared world unique challenges ready future millions people time individuality curiosity new possibilities IBMer potential ones voice path expertise create story power meaningful change fabric clients society IBM positive impact world everyone time career IBM IBMs invention IBMer application intelligence reason science society human condition power open hybrid cloud AI strategy life clients partners world corporate organizations world technology employers many Fortune companies IBM Cloud IBM early adopter artificial intelligence quantum computing blockchain time journey responsible technology innovator force good world Location Statement additional information location requirements discuss recruiter submission application IBM IBM diverse environment proud equal employer consideration employment regard race color religion gender gender identity expression sexual orientation national origin genetics pregnancy disability age veteran characteristics IBM fair employment practices citizenship immigration,Software Engineer
DeClout global builder next generation Information Communications companies incubates scales companies global regional market leaders Group exceptional track record successful businesses strong competitive advantage new ventures strong synergies businesses growth Headquartered Singapore DeClout vast network Asia Pacific Africa Groups portfolio companies comprises Aeqon ARCO Ascent GUUD corporate venture capital arm DeClout Ventures DeClout owned subsidiary Exeo Global APAC regional headquarters Tokyo Stock Exchange Exeo Group Inc Aeqon enabler ICT Information Communication Technology Southeast Asia myriad products solutions professional services Connectivity Renewable Energy Compute domain building energy efficient high speed networks centre infrastructure comprehensive offerings website www aeqon com sg role accounts new accounts targeted verticals incumbent projects financial budget contractual deliverables overall project rollout ResponsibilitiesImplementation troubleshooting Windows ServersAble Install windows servers good troubleshooting Wintel systems knowledge Wintel systems Advanced level Administration Windows server active directory DNS DHCP High Availability Understanding RAID pros cons various RAID levels decision making situationMicrosoft cluster configuration administration various storagesExperience knowledge installing implementing VMware Hyper V Support project application deployment Ability timelines expectations Knowledge Linux cloud environments advantage RequirementsMinimum Years ICT certifications MCSE VMWare CertificationGood problem player,Software Engineer
Poboka Singapore Rochester Park Datum Aug Hiring Manager APAC Innovation L Headcounts Period Internship Required Jan June Preferred School Course Intern Preferably students Marketing background Haleon Hello Haleon new world consumer health company everyday health billions people global portfolio category brands Sensodyne Panadol Advil Voltaren Theraflu Otrivin Centrum unique combination deep human understanding science Whats company control environment co culture Care question Purpose intern APAC Strategy Portfolio Management innovation strategy innovation strategy Haleon intern supervision APAC Innovation Lead collaborate APAC BUs functions commercial insights R etc company appropriate timely input innovation strategy projects Key Responsibilities APAC Innovation Lead activities relation strategic product portfolio Multi BU innovation projects executions Support APAC Innovation Lead multi BU projectsCoordinate BU R implementation progress key projects analysis collection analysis plan quarterly region portfolio review Support APAC innovation lead current region innovation management system analysis report high efficient workPost launch review analysis insights generation Key strategic projects Support Innovation lead BUs execution key strategic projects Outcomes able region strategy fast consumer health area day day operations innovation strategy businessDrive strategic thinking problem solvingDevelop acumen sets strategies competitive environment Stakeholder Management stakeholders organization global region BU multi functions R marketing QSC etc management Gain market product ethical environment Discover individuals strengths interest suitability commercial arena students competencies Educational background administration management marketingFluency EnglishStrong oral communication skillsDeadline flexible self reliance empowered environmentAwareness ability diverse ability initiative think problem drive performance attention keen interest consumer healthcare science product development passion knowledge call personal information possible applications positions first come basis Diversity Equity Inclusion Haleon diverse workforce inclusive environment unique perspectives curiosity unmatched understanding fair equitable outcomes everyone climate diversity forms respect different viewpoints communities workplace yourauthentic self belongs thrives agile culture roles flexibility important opportunities goal worlds innovative performing healthcare companies something unique GSK knowledge experiences impact incredible Come join adventure GSK patients consumers place good Important notice Employment businesses Agencies GSK referrals employment businesses employment agencies respect vacancies site employment businesses agencies GSK commercial general procurement human resources department prior authorization candidates obtaining prior authorization condition precedent agreement verbal employment agency GSK absence authorization actions employment agency consent contractual agreement GSK GSK liable fees actions fees referrals employment businesses agencies respect vacancies site,Software Engineer
SATS Feed Connect Communities SATS Asia provider food solutions gateway services innovative food technologies resilient supply chains tasty quality food sustainable ways airlines foodservice chains retailers institutions heartfelt service advanced technology people businesses communities comprehensive gateway services customers airlines lines forwarders postal services eCommerce companies purpose communities SATS customers locations countries Asia Pacific UK Middle East SATS Singapore Exchange May information please visit www sats sg Key Responsibilities incumbent teams conceptualisation operations technical subject matter expertise solutions enterprise modern technologies individual responsible planning execution delivery initiatives role responsible architecture Key Responsibilities Grow develop manage infrastructureDesign efficient resilient pipelines batch streaming dataManage engineering solutions extraction integration variety high quality engineering standardsDrive continuous improvement efficiency flexibility services Key Requirements Min years engineering platform infrastructure experienceGood knowledge Azure e g Microsoft Azure architecture DevOps ETL Lake architecture various stores g HDFS Azure Cosmos DB Azure Lake Azure Blob Storage Azure SQL Warehouse systems e g Apache Kafka Azure Event Hubs IBM MQ Strong language Java Python requiredExperience large scale pipelines collection storage processing analysis monitoring governance Strong stakeholder vendor management experienceStrong analytical interpersonal collaboration skillsAviation domain knowledge advantage,Software Engineer
candidate please maximum roles months efforts Category Sales Details Solution Engineer responsible solution sales cycle thought leadership companies customers Solutions Engineer experienced person colleagues participates culture aligned sales solutions prospects customers Solutions Engineer strong desire vision objectives actionable recommendations Solution Engineer trusted advisor customers customers transformational journey Responsibilities Manage enterprise organisations financial services challenges goals focused discovery sessions workshopsWork current customers prospective customers trusted advisor unique company challenges goalsBuild relationship senior executives key decision makers TechnologyTo innovative custom solutions solution concepts decision makers issues needs valueCoordinate entire solution cycle close collaboration broad range technical resourcesFinancial services Banking Insurance Fintech retail corporate commercial institutional domain expertiseTo unique benefits Salesforce wide range customer stakeholders front line staff C level executivesPresent Salesforce partner solutions relationships customers initiative self motivation high quality results expectations internal external customers strong interest career internal training programs mentorship initiatives Must proven track record development delivery differentiated custom solutions presentations technical concepts decision makers issues Ability sales cycle involvement multiple internal external resources able B Computer Science Software Engineering MIS equivalent experienceExposure Design Thinking Consulting methodologies Enterprise Architecture added advantageA broad understanding ability benefits Cloud Computing SFA Service Support Marketing Mobile solutions case value engineering points viewKnowledge related applications relational database web technologySolid oral presentation collaboration interpersonal communication relationship skillsAbility part technical problems varied environmentTranslate needs compelling vision roadmap unique requirements customers multiple industriesDeep industry expertise Financial mustTrack record solution engineering consultancy delivery training success software solution organisation open variety backgrounds roleProven time management dynamic environment Ability part problems varied fast environmentsInquisitive practical technology knowledgeGood information likes particular topic puzzlesGood ideas ways peoples attention alignment core competencies role e extracurricular leadership roles military volunteer etc Accommodations assistance due disability open positions request Accommodations Request Form Statement Salesforce state world responsibility Equality communities workplaces workforce society inclusive programs initiatives equal pay employee resource groups inclusive benefits Learn Equality Salesforce benefits Salesforce Inc Salesforce org Equal Employment Affirmative Action Employers Qualified consideration employment regard race color religion sex sexual orientation gender perception identity national origin age marital veteran disability Salesforce Inc Salesforce unsolicited headhunter agency resumes Salesforce Inc Salesforce org third party agency company agreement Salesforce Inc Salesforce org Salesforce,Software Engineer
Government Technology Agency GovTech delivery Government digital services outside view citizens businesses heart everything Smart Nation infrastructure applications facilitate collaboration citizens businesses technologies vision Smart Nation nation possibilities info communications technology related engineering Cybersecurity Capability Centre part GovTech Centre Excellence Cybersecurity development innovative cybersecurity capabilities support Smart Nation initiative CCC development cybersecurity capabilities development competencies cybersecurity specialists cybersecurity awareness public officers CCC whole governments cybersecurity programs government assets program manager motivated cybersecurity specialist managers strategists whole government trainings cybersecurity programs diverse group stakeholders divisions GovTech agencies years professional tertiary qualification info comm security computer science fieldStrong interest cybersecurity technologiesExperience partnership management cybersecurity industry governance advantageousGood understanding technology cybersecurity trends application analyst researcher strong analytical problem presentation communication requiredComfortable multiple diverse stakeholders internal external partners Snr management industry Stakeholders equal employer value diversity company diversity meaningful employee benefits total rewards approach comprehensive market competitive suite perks generous benefits life home break important tech landscape plethora house external learning development opportunities year round Subject nature role onsite fixed hours,Software Engineer
Responsibilities Responsible technology selection architecture design graph application scenarios edge graph algorithms graph calculation graph neural networks multimodal representation massive content commerce livestream commodities merchants creators entities large scale networks scenarios content multimodal representation community mining problems construction large scale ByteGraph graph platform basic capabilities node edge graph learning edge technology research map direction land real scenes Qualifications Familiar deep learning graph neural networks frameworks TensorFlow Pytorch DGL PyG etc Familiar edge algorithms large scale graph related fields limited neural networks feature graph classification graph anomaly detection community discovery label propagation self semi etc certain depth breadth Familiar application graph algorithm search recommendation content governance risk control Proficient big tools Hive Spark Hadoop familiar graph calculation ByteGraph GraphX Neoj Top conferences mining machine KDD ICML NIPS VLDB etc fields articles preferred,Software Engineer
Responsibilities TikTok destination short form mobile video mission creativity joy TikTok global offices Los Angeles New York London Paris Berlin Dubai Singapore Jakarta Seoul Tokyo talented individuals internship people creativity co future TikTok Successful candidates able following internship cycles Summer Internship May July weeks cycle Internship August December weeks candidates able internship period Please state availability comments section Start date End date Candidates maximum positions jobs order application limit firm TikTok ByteDance jobs Applications rolling basis early Cloud Infrastructure Cloud Infrastructure responsible infrastructure technical architecture bottom layer company technologies core products lines TikTok Douyin Toutiao hundreds millions users single day next generation infrastructure design scalable reliable efficient systems industry volumes dynamic workloads millions people world world class challenges distributed large scale system design mass storage orchestration middleware etc diverse world technical challenges structured effective training mentoring plan personal technical development someone high enthusiastic world class hard problems technology collaborative diverse environment right place Responsibilities Engage projects underlying infrastructure technical architecture mid platform lines limited storage big orchestration scheduling middleware development products large scale PaaS services DevOps platforms R infrastructure cloud native mass storage systems distributed systems Qualifications Undergraduate Postgraduate degree master software development computer science computer engineering information systems related technical discipline Strong interest computer science internet technology Proficient general programming language e g Java C C Golang Python etc Excellent communication strong thirst knowledge keen desire application role global applicant privacy policy https careers com legal privacy questions sg campus recruitment tiktok com,Software Engineer
EY chance career unique global scale support inclusive culture technology version unique voice perspective EY Join exceptional working world EY Modern Warehouse Global global function Analytics R initiative experienced report developer technical development Reporting Manager successful candidate part builds deploys solutions EY Global Reporting R operational management reports employee entire firm SAP legacy source systems Report Developer Global Reporting Analytics R Center Excellence COE responsible firm wide standard regular reporting Finance management information integral member Delivery responsible development implementation support key management reports cross functional teams translation requirements technical reporting requirements needs requirements test implement reports analysis firm Key COE development teamTranslate requirements specifications required reports analysis multiple new reports analysis various toolsImplement enhancements Reports AnalysisProvide support availability performance developed reports analysisTransition reports dashboards Operations teamConvert relevant legacy reports Excel new solutions Report Builder Follow development principles consistency aid transitionPerform sufficient validation accuracyProvide availability updates progress workload timely basisAbility collaborative environment minimal supervision Attributes SuccessStrong analytical technical interpersonal client service communication skillsAttention accuracy ability source structures essentialExperience management analytical skillsAbility clients central members Confident people diverse cultural backgroundsA calm rational approach problem pressure high personal quality standard attention SQL Management StudioPowerBIAdvanced Excel able transpose good knowledge pivot tables lookups formula dataIntermediate Advanced Visual Basic Automation Required bespoke efficiency report production manual repetition Must able understand troubleshoot report related Report BuilderSharePoint role years relational database environment SQL Server queries dataExperience concepts tasks operational preparing information users different formatsBachelor degree Finance Information Systems discipline equivalent someone passionate willing boundaries innovative creative solutions current challenges player role important part success whole someone willing grow develop able capable someone career part boundaries part role integrated global tools career global flexible EY benefits package physical emotional financial social recruiter benefits available country snapshot Continuous Youll mindset next Success Well tools flexibility meaningful impact way Transformative leadership Well insights coaching confidence leader world Diverse inclusive culture Youll voice others role Apply link local office application appropriate recruiting exceptional EY EY Building working world EY world long term value clients people society trust capital markets technology diverse EY teams countries trust assurance help clients transform operate assurance consulting law strategy tax transactions EY teams questions new answers complex issues world today EY equal affirmative action employer equal employment opportunities employees regard race color religion age sex sexual orientation gender identity national origin veteran disability basis arrest conviction records accordance applicable law EY reasonable accommodation individuals disabilities qualified individual disability need assistance online need accommodation interview process please EY HELP Option HR related inquiries Option HR Shared Services Center Talent Shared SSC Customer Support ssc customersupport ey com,Software Engineer
someone problem solving curious mind difference future HealthTech internship IHiS school portal August IHIS career website IHiS video environment ideas life https youtu Join ExperienceHealthTech today SG tomorrow interns available Jan Project title Entities Budget Utilization Process Analysis Intern Following Tasks respective Entities budget process source various budget systems budget process documentation process utilization rate possible components controllability factors budget utilization budget Tableau Dashboard Requirements Bachelor Degree Analytics Analytics Computer Engineering Information Systems disciplineGood player strong communication project teams stakeholders contractors technical non technical personnelPassionate IHiS difference future HealthTech,Software Engineer
McConnell Dowell major engineering construction building maintenance contractor locations Australia Asia New Zealand Pacific Islands vision leader delivery infrastructure building resource solutions mission opportunities personal professional development positive outcome organisations positive legacy communities inspire people standards areas McConnell Dowell McConnell Dowell Creative Construction company Engineering industry leader years future infrastructure progress Australia New Zealand Pacific Islands South East Asia Role McConnell Dowell Constructors Aust Pty Ltd Procurement Administrator Australian Unit successful candidate important role Procurement activities support Procurement Manager youre company people box influence change great ideas continuous improvement role ideal Procurement Administrator accountable integral member Felix Felix vendor relationship management database vendor database source contract General administration FelixSet Felix bids vendors Felix registration prequalification Engaging vendors FelixManagement RFQ process system upkeepIdentify enhancementsInterface Felix personnel issues Administration Scope Search toolCoordinate engineers procurement etc scope documentsLodging scope documents Sharepoint Assist procurement activities projects creation ongoing maintenance project Procurement Schedule Assist competitive reliable subcontractors sources supply Assist purchasing major items support projects software systems Aconex AFE Workbench Provide improvement support assistance Commercial Procurement function Coordinate procurement initiatives special projects Contribute performance KPI achievement procurement Conduct procurement activities accordance Procurement flowcharts forms templates Capability Behaviours years administration procurement Able concepts policies procedures innovative options quo Self starter shows Competent use relevant house standard software Demonstrated ability procurement issues solutions appropriate problem techniques Ability commercial acumen proven negotiation inter relationship Clear definitive verbal communication McConnell Dowell career opportunities local collaboration local partners unique capabilities perspectives employee safety people McConnell Dowell Group McConnell Dowell equal employer value diversity company Please note role McConnell Dowell applications external recruitment agencies,Software Engineer
SCOPESummary ResponsibilitiesAssist Casino Finance Cage Count Casino Accounting efficient effective way organization needs ResponsibilitiesUnderstand requirements solutions operational needs Design complex dashboards reports visualization requirements Analyse various system statistics service products opportunities process performance improvement manpower efficiency risk evaluation etcPrepare analysis reports Casino Finances Management decision trends patterns solutions tools processes operational efficiencyPerform duties audit tasks assigned RequirementsDegree Analytics Applied analytical fields Fresh grads marketing graduates flair numbers interest customer marketing analytics years practical analytics customer analytics marketing analytics Strong logical thinking analysis problem Proficient visualization tools Tableau SQL preferred building complex queries visualizations Ability dynamic environment meticulous able multiple tasks organized wayAbility part collaborative environment Excellent communication presentation customers career Marina Bay Sands condition employment rules regulations policies procedures limitation rules conduct Company,Software Engineer
Dell leader technology infrastructure customers era digital Enabling Dell customers needs hinges world class supply chain sales orders complex ecosystem partners suppliers integral role supply chain Join Automation Supply chain senior scientist challenging problems statistical predictive prescriptive approaches decision making sophisticated competitive remuneration package first year Dell senior scientists supply chain domain experts complex problems create solutions science models algorithms mistakes community scientists current state science industry lessons past ongoing projects Identify opportunities supply chain Craft personalized development plan manager scientist expectations role years scientists passion Learn database tools statistical predictive models large datasets variety tools Ask questions large datasets strong desire strategies solutions challenge thinking everyone dive answers unknown questions natural desire surface problem Ask relevant questions algorithms necessary meaningful answers findings insights variety formats Essential Requirements Bachelor degree relevant field Computer Science analytics year Relevant internship science concepts environment Advanced theoretical knowledge statistics machine learning application statistical programming languages g R Python Proficient SQL Self able player Strong communication willingness ability science principles lens teams way ways key decision Dells supply chain science solution curiosity latent opportunities agile methodology autonomy alternative approaches decisions company solutions important prevailing problems mind projects scientists feedback others open discussions science lifecycle Dell organizations individuals brighter digital tomorrow company people locations world proud diverse inclusive endless passion mission human progress Whats important feel life life excellent benefits bonus programs flexible arrangements variety career development opportunities employee resource groups computers customers future multi cloud AI machine learning innovative technology services portfolio era Join part whats technology today Diversity Inclusion Report plan world place Dell principle equal employment employees employees environment free discrimination harassment employment decisions Dell needs requirements individual qualifications regard race color religion belief national social ethnic origin sex pregnancy age physical mental sensory disability HIV sexual orientation gender identity expression marital civil union domestic partnership past present military service family medical history genetic information family parental laws regulations locations Dell discrimination harassment characteristics Dell ages full Employment Policy Id R,Software Engineer
Responsibilities TikTok destination short form mobile video mission creativity joy TikTok global offices Los Angeles New York London Paris Berlin Dubai Singapore Jakarta Seoul Tokyo passionate engineers real time high performance large scale infrastructure live streaming TikTok developmental lifecycle critical product features product managers live streaming live streamers viewers Description optimization ByteDance LIVE monetization LIVE billions global users Adopt edge machine model massive user behavior consumption high performance high reliability architecture services users ultimate LIVE consumption Deeply product discussions user behavior patterns optimization directions overall Qualifications requirements Familiar C C Python development familiar Linux multi multi process Familiar machine learning deep learning algorithms limited machine dnn reinforcement etc Solid maths foundation probability statistics numerical optimization sensitive good problems Familiar Flink Spark Hive etc big parallel processing large scale recommend system advertising system search engine game value strategy commerce value strategy user psychology research TikTok inclusive space employees experiences unique perspectives platform people globe workplace TikTok mission creativity joy goal diverse voices environment many communities passionate,Software Engineer
Avensys reputed global professional services company Singapore service spectrum enterprise solution consulting intelligence process automation services Given decade success top providers Singapore client base banking financial services insurance information technology healthcare retail supply chain Senior Power BI Developer record Industry exciting achieve satisfaction life balance requirements Solid building reports dashboards PowerBIMinimum years Intelligence system SQL ETLPower BI professional certification RLS Dataflows Gateway DAX Studio Tabular Editor security model SSRS Power BI Reports Proficiency SQL mandatory SSAS tabular model ETL tools Talend Informatica SSIS good Analysing Performance refresh sharing collaborating Power BI Service Troubleshooting refresh failures Power BI Desktop Service Analyzing performance issues reports Power BI Service Knowledge processes CRM Marketing Campus Solution plus Awareness architecture database application development ITSM Good verbal communication new technologies techniques Works min different development environments Microsoft BI stack PowerBI Talend ETL projects year end users different locations Fontainebleau Singapore Abu Dhabi New York people responsibility WHATS OFFER excellent base salary company benefits fun collaborative environment strong career progression application please online UPDATED CV Microsoft Word format sys interest strict confidentiality CONSULTANT DETAILS Consultant Name SwathiAvensys Consulting Pte LtdEA Licence C Privacy Statement recruitment purposes Personal accordance relevant protection law Avensys privacy policy,Software Engineer
Location Biopolis Area CTO Offices advance technology Corporate R Delta Group engine innovation new technology applications core mission Deltas new capabilities technology novelties sustainable competitiveness Roles Scientist Silicon photonics photonics chips design engineering scientist device design photonic circuit layout commercial Si photonics fabrication optical electronic testing measurements Conduct research development Silicon photonics photonics integrated circuitPerform optical simulations optimizationWork Si photonics fabricationPerform optical electronic measurements Qualification Master PhD Degree Science Engineering Applied discipline years preferred Candidate familiar optical simulation software photonic layout software understanding Si Photonics fabricationExperience optical electronic test measurementsCommercial Si Photonics product design product engineering,Software Engineer
Acronis world leader cyber people edge technology control businesses lives exciting phase rapid growth expansion someone ready CyberFit future digital world Software Developer Cybersecurity Engines high performance memory efficient engines malicious threats identification files traffic memory bright passionate fun loving individuals good learning well engineers practices industry member instrumental role impact success Acronis innovative everyone Acronis ideal candidate company responsive alert detail decisions research development brand new Acronis products important role development innovative technologies anti process behavior analysis endpoint detection response lot research wide variety problems direct guidance senior colleagues unit tests code contributions code quality prevent bugs future Qualifications degree computer science equivalent engineering education relevant industry Good programming C Good understanding standard libraries algorithms operations complexity development tools git Willingness professional environment Good reading English Good communication DESIRED Ability decisions responsibility projects tasks Ability peer code reviews feedbacks comments contributions members popular C third party library Boost large scale software projects Knowledge Windows Linux macOS API OS architecture Acronis cyber protection backup disaster recovery storage next generation anti malware protection management solution integration complexity risks non solutions offers easy complete reliable protection workloads applications systems environmentall low predictable cost Singapore Switzerland Acronis employees offices locations solutions home users companies top professional sports teams Acronis products available partners service providers countries languages Acronis equal employer consideration employment regard age ancestry color marital national origin physical mental disability medical condition veteran race religion sex pregnancy sexual orientation gender identity expression characteristic applicable laws regulations ordinances,Software Engineer
position Transformation areas extraction mapping activities Asia Pacific Companies Key responsibilities validation activities alignment Functions standardization RESPONSIBILITIES TASKS role extraction review requirements HQ Regional standard Assist Transformation Manager mapping standardization alignment activitiesExtract sources validate information Cross Functional Teams Operating AP HQAssist identification investigation inconsistenciesCompile consolidate submission information templates Companies AP HQProactively communicate collaborate Users PIC information needsLiaise follow ups attended promptlyPartner quality challengesUpdate summary submissionAssist documentationFulfil ad hoc related duties assignment demand organizational changes new responsibilities REQUIREMENTSKnowledge analysis requirements Management Performance Reporting AnalysisProficiency Microsoft Office Excel Macro Interested candidates advertised position please click Apply updated copy resume Alvin alau morganmckinley com info EA Licence CEA Registration Number R,Software Engineer
Standard Chartered international bank nimble big impact years positive difference clients communities quo challenge new opportunities career purpose bank difference unique talents wait talents purpose commerce prosperity unique diversity brand promise good behaviours value difference advocate inclusion right thing assertive challenge integrity client heart things simple wellBe inclusive good others long termIn line Fair Pay Charter competitive salary benefits mental physical financial social wellbeing Core bank funding retirement savings medical life insurance flexible voluntary benefits available locationsTime annual parental maternity weeks sabbatical weeks maximum leave days minimum global standards annual public holiday days minimumFlexible options home office locations flexible patternsProactive support market digital platform development courses resilience human global Employee Assistance Programme sick mental health first aiders sorts self help continuous culture growth opportunities access physical virtual digital part inclusive values unique diversity teams functions geographies everyone feels full potential Recruitment roles assessments suitable role assessment great news application important stage recruitment process Role Front end web development React CSS JS Redux Saga Write tests Jest enzyme Conduct code Implement pixel perfect UI design Integrate UI REST APIs Drive components contribution reusability Coordinate application deployment Collaborate designers web application design part squad deliver Agile model Product Owner Senior members requirements technical requirements delivery timelines deliverablesHelp members Ideal Candidate years software engineering development React Redux Saga HTML CSS Java Script Strong Agile delivery track record eager SCB Agile communityStrong Java Script ES Deep understanding ReactJS practices adherence CI CD tools Jenkins Strong proficiency JavaScript Object model DOM manipulation event handlers Strong command structures algorithmsStrong problem logical skillsProfessional clean code writing code review skillsCCIB Banking domain process KnowledgeGood Tools MicroStrategy Tableau Power BI SQL Hive QL Scripting etcPassionate code quality strong desire standards Best Practice Knowledgeable TypeScript Storybook Webpack Babel Web related technologies Ability complex development problems quality code technical boundaries online applicationsExtensive knowledge driving design customers cross functional teams engineering product management user researchHigh level autonomy influence delivery results evaluate difficult problems various teams instrumentation tool development Complete understanding ReactJS main fundamentals JSX Virtual DOM component lifecycle ReactJS workflows Flux Redux Create React App structure librariesUnderstanding RESTful APIs GraphQL HTML CSS ES variables array methods Code versioning tools GIT SVN popular frontend development tools CI CD tools DevOps performance frameworks Mocha Node NPMPreferred degree Computer Science Information Technology similarExcellent communication oral interpersonal skillsExcellent leadership management Role Specific Technical Competencies React JSReact NativeJava JavaUnit testingAgileCode logical problem Analytics careers www sc com careers,Software Engineer
day world digital thanks tens millions developers future exponential growth exponential risk outnumbered security teams mountains code Snyk sneak Snyk developer security platform easy development teams prioritize fix security vulnerabilities code dependencies containers cloud infrastructure start Snyk mission world secure place developers secure Location Singapore Tokyo Sydney Implementation Consultant Customer Success hand hand Development Security leaders Snyks customer organizations security program Snyk Cloud Native Application Security Platform Snyk explosive growth customer install base demand post sales teams customers success Snyk platform Implementation Consultants understanding SDLC Snyk practices enterprise DevOps position technical background excellent client project management ability hands technical ability multiple engagements Snyks customers world class Snyk Youll Spend Time value customers project delivery closure customer facing project stakeholders schedule risk factors phaseConducting project kick offs sessions regular delivery customer outcomes various teams positive resultsManaging Snyk Onboarding practices customers technical requirements internal external stakeholdersCollaborating CSMs Sales Product Management Engineering Support customer years technical SaaS software implementation customer technical lead bachelor degree related field studyA knowledge SDLC DevOps ability complex technical issuesInterest application security understanding importance developer CI CD DevOps consultative technical aptitude people technology Excellent communication approach problem relationship building project management Wed technical account manager project manager solution architect sales similar AppSec CI DevSecOps products services Security certification CEH CISSP CSSLP enterprise scale web development technologies microservices Interested Please warm inclusive environment weve value diversity applications underrepresented tech sound role sure youre right person warm inclusive environment weve value diversity applications underrepresented tech sound role sure youre right person Snyk Snyk inclusive environment employees common mission digital world place Snyk employee resource groups global benefits employees health wellness financial security life employees entire journeys Snyk,Software Engineer
